18S_Euk_seq_number	18S_Euk_Yell-July18-Site5cc-S134	18S_Euk_Yell-July18-Site5L-S109	18S_Euk_Yell-July18-Site1p-S105	18S_Euk_Yell-July18-Site1o-S104	18S_Euk_Yell-July18-Site5u-S126	18S_Euk_Yell-July18-Site1e-S91	18S_Euk_Yell-July18-Site1m-S102	18S_Euk_Yell-July18-Site1L-S101	18S_Euk_Yell-July18-Site1g-S93	18S_Euk_Yell-July18-Site1r-S111	18S_Euk_Yell-July18-Site5h-S98	18S_Euk_Yell-July18-Site1J-S99	18S_Euk_Yell-July18-Site1b-S84	18S_Euk_Yell-July18-Site5bb-S133	18S_Euk_Yell-July18-Site1s-S112	18S_Euk_Yell-July18-Site5c-S89	18S_Euk_Yell-July18-Site1U-S114	18S_Euk_Yell-July18-Site5J-S107	18S_Euk_Yell-July18-Site5aa-S132	18S_Euk_Yell-July18-Site5s-S124	18S_Euk_Yell-July18-Site1d-S86	18S_Euk_Yell-July18-Site5p-S121	18S_Euk_Yell-July18-Site1n-S103	18S_Euk_Yell-July18-Site1q-S106	18S_Euk_Yell-July18-Site1k-S100	18S_Euk_Yell-July18-Site5e-S95	18S_Euk_Yell-July18-Site5q-S122	18S_Euk_Yell-July18-Site1f-S92	18S_Euk_Yell-July18-Site1h-S94	18S_Euk_Yell-July18-Site1y-S120	18S_Euk_Yell-July18-Site1z-S129	18S_Euk_Yell-July18-Site1ee-S142	18S_Euk_Yell-July18-Site5ee-S136	18S_Euk_Yell-July18-Site1c-S85	18S_Euk_Yell-July18-Site1bb-S139	18S_Euk_Yell-July18-Site5g-S97	18S_Euk_Yell-July18-Site1v-S117	18S_Euk_Yell-July18-Site1w-S118	18S_Euk_Yell-July18-Site5w-S128	18S_Euk_Yell-July18-Site1t-S113	18S_Euk_Yell-July18-Site5r-S123	18S_Euk_Yell-July18-Site5a-S87	18S_Euk_Yell-July18-Site1dd-S141	18S_Euk_Yell-July18-Site5t-S125	18S_Euk_Yell-July18-Site5z-S131	18S_Euk_Yell-July18-Site5n-S115	18S_Euk_Yell-July18-Site5k-S108	18S_Euk_Yell-July18-Site1cc-S140	18S_Euk_Yell-July18-Site5m-S110	18S_Euk_Yell-July18-Site5v-S127	18S_Euk_Yell-July18-Site5ff-S137	18S_Euk_Yell-July18-Site5o-S116	18S_Euk_Yell-July18-Site5b-S88	18S_Euk_Yell-July18-Site1a-S83	18S_Euk_Yell-July18-Site5f-S96
Eukaryota;Annelida;Polychaeta;NA;Maldanidae	232	3	32	7	1	0	6	0	1	7	152	0	12	163	13	0	0	0	141	1	13	12	10	4	4	387	2	4	3	1	24	0	4	5	6	0	3	10	0	12	29	5	11	3	279	39	4	24	1	102	44	28	1	10	3
Eukaryota;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;Amathia imbricata	8	1	34	9	1	3	3	0	0	1	9	0	7	8	1	0	0	0	8	6	0	5	32	5	0	27	0	10	1	0	6	0	4	0	0	0	2	2	0	17	1	5	1	7	3	2	0	0	3	1	1	1	5	7	1
Eukaryota;Foraminifera;NA;NA;NA;Psammophaga	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0	1	0	1	1	1	3	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	2	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	2	0	0	2	0	1	0	2	1	0
Eukaryota;Chordata;Ascidiacea;Stolidobranchia;Styelidae	4	0	5	1	2	1	2	0	4	0	0	0	4	8	0	0	0	0	6	0	0	0	5	2	1	19	0	17	2	3	3	0	1	0	1	0	2	1	0	1	5	1	1	0	0	5	0	5	0	0	0	1	0	3	0
Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;Bougainvillia sp. AGC-2001	11	0	22	11	1	1	3	0	4	2	1	0	9	5	0	0	0	0	2	0	3	0	12	4	1	0	0	11	0	8	3	0	0	0	0	0	1	0	0	29	1	0	1	0	1	0	0	1	0	0	1	0	0	4	0
Eukaryota;Mollusca;Bivalvia;Venerida;Veneridae;Saxidomus;Saxidomus purpurata	6	1	4	1	0	0	1	0	0	1	7	0	1	3	0	0	0	0	1	0	1	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia globosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;NA;NA;Naviculales sp.	4	1	14	1	1	0	3	0	4	1	1	0	3	0	2	0	0	0	2	0	0	0	4	3	0	0	0	3	0	5	4	0	1	1	3	0	2	0	0	6	2	0	8	0	3	2	0	7	0	0	0	0	0	2	0
Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Exogone	77	0	0	0	0	0	0	0	1	0	260	0	1	73	0	0	0	0	49	0	0	0	0	1	0	626	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	108	29	0	1	0	13	0	9	0	5	5
Eukaryota;Annelida;Polychaeta;NA;Maldanidae;Metasychis	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	14	1	3	0	1	0	3	0	1	1	0	12	1	1	0	1	5	0	0	6	2	2	6	3	0	4	0	0	0	2	0	1	2	0
Eukaryota;Ciliophora;Phyllopharyngea;Dysteriida;Dysteriidae;Dysteria;Dysteria nabia	0	0	22	2	0	0	0	0	5	0	4	0	25	0	0	0	0	0	0	0	0	1	1	2	0	2	0	9	2	2	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0
Eukaryota;Mollusca;Bivalvia	4	1	10	4	0	2	1	0	1	0	2	0	2	1	2	0	0	0	0	0	0	0	3	0	1	2	0	13	2	3	0	0	0	1	2	0	2	2	0	5	0	0	3	0	3	0	0	6	0	0	0	1	0	7	0
Eukaryota;Streptophyta;Magnoliopsida;Nymphaeales;Nymphaeaceae;Nymphaea;Nymphaea colorata	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Annelida;Polychaeta;Eunicida;Dorvilleidae	5	0	6	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	1	1	0	1	1	0	6	0	0	0	1	0	0	2	2	0	0	1	0	0	3	0	0	0	0	4	0	0	0	0	0	1	0	0	3	0
Eukaryota;Foraminifera;NA;NA;NA;Allogromia;Allogromia sp.	2	1	7	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	2	0	0	1	0	11	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	4	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros sp.	4	4	14	1	1	0	4	0	0	2	8	0	3	4	3	0	0	0	4	0	2	0	0	4	0	6	0	1	0	2	2	0	5	5	3	0	4	0	0	1	1	2	3	0	7	1	2	3	2	0	0	2	7	4	0
Eukaryota;Chordata;Appendicularia;Copelata;Oikopleuridae	1	0	9	0	1	0	4	0	0	0	1	0	5	1	5	0	0	0	6	0	3	0	0	4	0	4	0	6	1	2	2	0	1	0	5	0	2	6	0	7	0	3	1	0	2	1	0	9	0	0	0	1	0	6	0
Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	4	1	2	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	4	1	1	0	0	0	0	2	0	2	0	0	0	0	1	0	1	0	2	0	0	0	1	0	6	1	5	1	0	2	0	0	0	0	0	3	0
Eukaryota;Ciliophora;Spirotrichea;Euplotida;Euplotidae	2	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	2	0	1	0	2	0	1	1	0	1	0	0	0	1	0	0	8	7	0	0	0	1	0	0	2	0	0	20	2	0	1	0
Bacteria;Pseudomonadota;Oligoflexia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio;Bdellovibrio bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Eukaryota;Ciliophora;Litostomatea;Pleurostomatida;Amphileptidae;Hemiophrys	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Cordyla;Cordyla fusca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota;Ciliophora;Spirotrichea;Urostylida;Holostichidae;Holosticha;Holosticha cf. heterofoissneri	0	0	34	5	1	0	0	0	3	0	3	0	11	0	1	0	0	0	0	0	7	0	1	5	0	0	0	1	0	0	10	0	1	0	6	0	1	0	0	6	6	0	4	1	3	0	0	0	0	0	0	0	0	11	0
Eukaryota;Ciliophora;Spirotrichea;NA;Strombidiidae;Apostrombidium;Apostrombidium parakielum	1	0	1	1	0	0	2	0	0	2	0	0	4	1	5	1	0	0	0	1	2	0	5	0	0	1	0	2	1	0	1	0	1	2	7	0	1	3	0	0	4	1	1	0	0	4	0	9	0	0	4	0	0	3	0
Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pterosperma;Pterosperma cristatum	2	1	3	2	1	0	5	0	0	4	0	0	3	0	2	0	0	0	0	0	1	5	0	3	1	0	0	2	0	3	3	0	0	2	2	0	2	5	0	1	0	0	2	0	2	444	0	12	0	0	0	0	2	9	0
Eukaryota;NA;Chrysophyceae;Chromulinales;Chrysoamoebidaceae;Chrysamoeba;Chrysamoeba tenera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Eukaryota;Arthropoda;Hexanauplia;Cyclopoida	1	1	15	0	0	0	1	0	1	0	41	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	3	0	0	9	0	0	0	0	0	0	2	1	0	0	9	0	0	1	0	1	1	2	0	1	1	0
Eukaryota;NA;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;Amoebophrya sp. ex Prorocentrum micans	1	0	11	2	1	1	3	0	0	1	0	0	2	1	5	0	0	0	4	0	2	0	1	1	3	2	0	2	0	1	3	0	2	2	9	0	4	12	0	0	0	0	2	0	1	0	1	19	0	1	2	0	0	6	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia sp. VBW339	2	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	3	0
Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Canthocamptidae;Mesochra;Mesochra sp. DZMB553	0	0	55	4	0	0	1	0	1	2	0	0	2	1	4	0	0	0	0	0	1	0	5	6	0	0	0	16	0	4	3	0	0	0	0	0	0	2061	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0
Eukaryota;Arthropoda;Hexanauplia;Misophrioida;Misophriidae	2	1	42	8	0	0	1	0	0	0	6	0	0	3	13	0	0	0	1	143	2	62	4	3	0	0	0	0	0	0	2	0	2	0	1	0	4	2	0	3	249	0	0	13	1	0	0	1	2	0	4	1	0	1	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira sp. UNC1417	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia microcephala	0	0	3	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Centropagidae;Sinocalanus	0	19	3	0	7	23	0	0	0	15	0	0	33	0	0	2	0	2	0	0	8	0	2	1	2	0	11	1554	3	0	9	0	1362	767	15	0	8	2	0	0	4	0	8	28	0	2	27	1565	738	2	76	478	1	17	0
Eukaryota;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
Eukaryota;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Neofragilaria;Neofragilaria nicobarica	12	1	4	0	1	0	0	0	0	0	2	0	0	10	0	1	0	0	16	0	0	3	0	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	2	1	2	8	1	1	0	0	2	1	3	0	1	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae	7	0	1	0	0	0	1	0	1	0	3	0	0	4	2	1	0	0	6	0	1	0	0	0	0	1	0	0	0	0	1	0	9	0	1	0	1	1	0	0	9	1	3	10	3	1	0	0	0	2	3	5	1	1	0
Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia longissima	3	4	7	0	0	1	0	0	3	2	2	0	2	3	4	0	0	0	2	2	1	0	4	3	0	1	0	4	0	9	1	0	0	0	4	0	1	1	0	5	0	0	1	1	2	1	0	3	1	0	1	0	0	6	0
Eukaryota;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Eukaryota;Annelida;Polychaeta;Sabellida;Serpulidae;Floriprotis;Floriprotis sabiuraensis	2	1	6	0	1	0	3	0	4	0	3	0	5	1	0	0	0	0	1	0	1	1	4	1	0	0	0	5	1	0	1	0	1	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
Eukaryota;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales	7	0	9	3	0	0	2	0	5	2	8	0	5	3	4	0	0	0	8	2	0	0	1	0	2	10	0	2	1	4	1	0	2	0	1	0	2	5	0	1	2	0	4	2	8	2	0	11	3	2	3	1	5	6	0
Eukaryota;Cercozoa;Imbricatea;NA;Metromonadea;Metopion;Metopion fluens	4	2	7	2	0	0	1	0	2	0	3	0	2	3	0	0	0	0	2	1	0	5	4	3	0	7	0	7	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	10	0	0	1	1	0	0	0	2	6	0
Eukaryota;Ciliophora;Oligohymenophorea;Pleuronematida;Peniculistomatidae;Peniculistoma;Peniculistoma mytili	0	0	3	0	0	0	5	0	0	1	1	0	21	0	0	0	0	0	0	1	3	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	5	0	0	5	0	0	6	4	11	0	0	5	1	0	0	0	0	3	0
Eukaryota;Ciliophora;Prostomatea;Prorodontida;Holophryidae;Pelagothrix;Pelagothrix alveolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Eukaryota;Arthropoda;Malacostraca;Decapoda;Varunidae;Gaetice;Gaetice depressus	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Eukaryota;Nibbleridia;Nibbleridea;Nibbleridida;Nibbleridae;Nibbleromonas;Nibbleromonas curacaus	3	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	1	0	0	5	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira	13	1	5	0	0	0	1	0	2	0	3	0	0	8	5	0	0	0	8	0	2	0	0	1	0	1	0	1	0	1	0	0	1	1	2	0	1	2	0	0	2	0	2	1	9	0	0	4	0	0	4	0	0	2	0
Eukaryota;NA;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;Durinskia kwazulunatalensis	0	0	4	0	1	0	2	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	4	3	0	2	0	1	0	0	1	2	3	0	1	2	0	2	0	21	0	0	0	1	0	5	0	0	0	0	1	1	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Amylibacter;Amylibacter ulvae	3	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	2	0
Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Bangia	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Eukaryota;Annelida;Polychaeta;Eunicida;Eunicidae	1	0	10	0	2	0	0	0	0	0	18	0	2	0	2	0	0	0	0	0	0	0	3	0	1	0	0	1	0	2	0	0	0	0	3	0	4	1	0	3	1	0	0	0	0	0	0	3	0	0	578	0	0	1	0
Eukaryota;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona sp. OGL2003	26	1	4	2	0	0	0	0	2	0	10	0	5	20	0	0	0	0	26	1	1	3	1	2	0	29	0	1	0	0	0	0	2	0	0	0	0	0	0	0	7	4	0	1	17	5	0	1	2	0	3	2	3	2	0
Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Harpochytriaceae;Harpochytrium;Harpochytrium sp. JEL290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;NA;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria pallida	3	0	2	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0
Eukaryota;Euglenozoa;Kinetoplastea;Neobodonida;NA;Neobodo;Neobodo saliens	6	3	12	9	0	1	1	0	1	1	9	0	2	5	1	0	0	0	3	0	2	2	3	6	3	10	0	11	3	3	1	0	2	5	3	0	3	3	0	7	0	1	2	0	5	2	0	6	2	1	0	4	0	2	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Amphilothaceae;Achradina;Achradina pulchra	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Eukaryota;Platyhelminthes;Rhabditophora;Rhabdocoela;Polycystididae;Phonorhynchus;Phonorhynchus helgolandicus	1	1	23	4	0	0	7	0	2	0	0	0	3	0	0	0	0	0	1	1	1	0	2	2	2	0	0	1	0	1	15	0	0	0	2	0	0	0	0	3823	1	0	0	0	1	0	0	1	1	0	0	0	0	2	0
Eukaryota;NA;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa triquetra	15	2	2	18	0	0	2	0	3	4	2	0	1	14	4	4	0	0	11	0	3	0	2	4	1	31	0	6	1	4	6	0	3	1	9	0	1	7	0	1	0	7	0	4	53	1	8	6	0	1	7	3	13	4	1
Eukaryota;Discosea;NA;Stygamoebida;NA;Stygamoeba;Stygamoeba regulata	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	2	0	0	1	0	0	1	0	1	0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira profunda	2	0	13	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	3	0	0	5	0	1	1	0	0	2	0	0	5	4	0	0	0	1	0	1	2	7	1	4	1	0	0	1	1	4	0
Eukaryota;Ciliophora;Oligohymenophorea;Mobilida;Trichodinidae;Trichodina;Trichodina truttae	0	1	0	0	0	1	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	12	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0
Eukaryota;NA;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae	2	0	1	1	0	0	0	0	1	3	1	0	2	3	4	0	0	0	0	0	0	0	1	0	3	5	0	1	0	1	0	0	3	1	1	0	0	2	0	0	0	1	1	1	15	0	0	0	1	0	1	0	6	5	0
Eukaryota;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomastigidae;Thaumatomastix;Thaumatomastix sp. 4 JMS-2012	16	9	12	10	0	0	1	0	0	3	2	0	3	10	1	0	0	0	6	4	1	5	6	2	1	17	0	1	0	1	2	0	16	2	3	0	2	2	0	2	1	5	0	13	15	3	1	6	0	0	0	2	7	8	0
Eukaryota;Porifera;Demospongiae;Poecilosclerida;Desmacididae;Desmapsamma;Desmapsamma anchorata	1	0	556	128	0	2	1	0	8	0	2	0	3	0	2	0	0	0	1	0	1	0	448	38	1	4	0	37	0	7	3	0	1	1	0	0	0	1	0	21	0	4	4	0	1	0	1	0	3	1	2	1	2	2	0
Eukaryota;Haptophyta;NA;Prymnesiales;Prymnesiaceae;Imantonia	1	1	7	7	1	0	4	0	0	3	4	0	4	2	0	0	0	0	2	0	1	1	4	0	2	6	0	2	1	2	4	0	0	1	3	0	3	6	0	2	0	1	4	0	1	0	0	9	0	0	0	0	2	8	0
Bacteria;Pseudomonadota;Alphaproteobacteria;NA;NA;NA;alpha proteobacterium STF-07	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0
Eukaryota;Ciliophora;Spirotrichea;Tintinnida;Rhabdonellidae;Rhabdonella;Rhabdonella elegans	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota;Discosea;Flabellinia;NA;Vannellidae;Platyamoeba	6	1	11	4	0	1	4	0	4	4	0	0	4	3	0	0	0	0	3	0	2	5	10	2	0	6	0	25	1	0	1	0	1	3	3	0	1	6	0	12	0	0	2	1	4	1	0	3	0	2	0	2	0	8	1
Eukaryota;Arthropoda;Hexanauplia;Siphonostomatoida	1	12	28	1	2	0	2	0	9	0	34	0	0	0	1	0	0	0	1	2	0	4	1	2	5	9	0	1	4	3	0	0	10	2	0	0	7	0	0	9	0	1	0	22	0	1	0	5	0	1	1	0	0	6	0
Eukaryota;Ciliophora;Spirotrichea;Euplotida;Uronychiidae;Diophrys	26	0	44	6	0	0	0	0	0	0	13	0	0	23	1	0	0	0	0	0	8	0	3	1	2	12	0	39	0	1	1	0	25	2	1	0	0	9	0	4	0	0	11	2	35	4	0	3	1	1	0	0	3	5	0
Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Paragymnodinium;Paragymnodinium inerme	6	1	11	3	0	2	1	0	2	0	7	0	4	3	5	1	0	0	0	1	0	2	6	8	1	3	0	8	1	0	1	0	2	0	4	0	1	5	0	2	0	3	6	1	5	1	0	7	2	0	1	1	2	3	0
Eukaryota;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae	0	0	6117	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	1445	11	0
Eukaryota;Streptophyta;Zygnemophyceae;Desmidiales;Desmidiaceae;Cosmarium;Cosmarium protractum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Gossypium;Gossypium hirsutum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;NA;Dictyochophyceae;Pedinellales;NA;NA;Pedinellales sp. CCMP2098	8	2	55	21	5	3	13	0	2	10	4	0	24	6	11	1	0	0	2	207	6	1	22	6	9	10	0	22	2	4	17	0	5	10	27	0	18	17	0	11	0	1	35	3	10	3	58	69	3	1	2	1	6	16	1
Eukaryota;NA;NA;Apusomonadida;Apusomonadidae;Apusomonas;Apusomonas proboscidea	3	0	0	0	1	0	0	0	4	0	4	0	2	6	1	0	0	0	5	0	1	0	2	2	0	11	0	2	1	0	0	0	1	1	2	0	0	3	0	5	0	1	1	0	4	0	0	1	1	0	1	1	0	2	0
Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Phyllophoraceae;Ahnfeltiopsis;Ahnfeltiopsis flabelliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
